song_id,song_title,artist,album,genre,release_date,duration,popularity,stream,language,explicit_content,label,composer,producer,collaboration
SP5511,Off couple million theory.,Alyssa Gonzalez,Red list.,Electronic,16/03/2003,292,72,8472572,English,Yes,Warner Music,Victoria May,Angel Roberts,Alexa Collins
SP5512,Entire guy present.,Martin Hawkins,Federal develop.,Pop,06/09/2014,212,95,87384461,English,Yes,Universal Music,Jeffrey Townsend,Michael Gomez,Daniel Schneider
SP5513,Strategy note treatment.,Lacey Stone,Enter open.,Pop,29/08/1998,195,58,10128703,English,Yes,Indie,Kelly Vargas,Danielle Turner,Joseph Daniels
SP5514,His visit.,Sarah Rivera,Natural crime.,Hip-Hop,05/01/2000,238,7,64249560,English,Yes,Atlantic Records,Robert Robinson,Benjamin Reed,Courtney Clark
SP5515,We interest hear.,Chelsea Pierce,Standard game.,Pop,17/10/2008,278,74,19451809,English,No,Def Jam,Sara Miller,April Fernandez,Stephen Macdonald
SP5516,People prepare happen.,Jennifer Vaughn,Likely.,Folk,29/04/2000,310,99,34594203,English,Yes,Atlantic Records,Christopher Phillips,Larry Lopez,Maureen Murphy
SP5517,Drug each chance shoulder.,James Johnson,Step.,Electronic,19/11/2007,247,15,61993987,English,No,Sony Music,Julia Baker,Melissa Frazier,Darlene Reese
SP5518,Always once.,Joseph Ferguson,Western.,Country,06/09/2010,263,16,99815348,English,No,Atlantic Records,Darrell Perez,Keith Rogers,Laura Gibbs
SP5519,Bank score.,Thomas Gibbs,Congress.,Hip-Hop,19/05/2012,264,77,86075551,English,No,Atlantic Records,Martha Pena,Jeffrey Blake,Jonathan Raymond
SP5520,Five company life society.,Ronald Tucker,Term avoid.,Electronic,06/09/2007,225,91,15273725,English,Yes,Warner Music,Michael Murphy,Corey Bell,Steven Lee
SP5521,Meeting Republican.,Benjamin Peck,Describe gun.,Hip-Hop,05/09/2018,244,66,26251758,Korean,No,Def Jam,Kimberly Walters,Jose Watson,Stanley Wright
SP5522,Push why.,Natasha Garcia,Animal.,Hip-Hop,14/08/2023,224,5,19770608,English,Yes,Sony Music,Bianca Johnson,Christopher Johns,Shane Wright
SP5523,Either item throughout.,Brenda Richardson,Him everyone.,Electronic,09/08/1997,239,40,75163596,English,Yes,Warner Music,Benjamin Orr,Matthew Hughes,Maria Tucker
SP5524,Wide because grow.,Anthony Brooks,Parent participant.,Pop,20/07/2007,192,26,38752829,Korean,No,Warner Music,Suzanne Hughes,Miranda Caldwell,David Gibson
SP5525,Way series fire when.,Elaine Goodwin,Argue.,Folk,13/04/2012,291,73,21187117,English,No,Warner Music,Ryan Wright,Derek Jones,Stephen Holt
SP5526,Discussion identify.,Nancy Juarez,World manager.,Jazz,27/10/2007,187,77,55963497,English,Yes,Universal Music,Bradley Thomas,Ryan Lopez,Kayla Williams
SP5527,Win still energy.,Kathy Jackson,Management wrong.,Electronic,23/03/2015,225,49,26848733,English,No,Atlantic Records,David Wright,Rachael Howard,Jeffrey Davis
SP5528,Surface college first.,Gina White,Front.,Pop,13/08/1999,225,3,15153778,German,Yes,Atlantic Records,Frederick Johnson,Carl Frank,Kimberly Carson
SP5529,Fly stop too head.,Gary Holt,Stage recently.,Pop,22/03/2000,255,26,52213988,English,No,Atlantic Records,Donald Barrett,Victoria Jackson,Diana Zimmerman
SP5530,Well friend.,Glenda Barnett,Score detail.,Hip-Hop,17/12/1997,239,90,13650682,English,Yes,Indie,Vincent Baldwin,Danny Gray,Catherine Hayes
SP5531,Ever majority floor which.,Ryan Richards,Political charge.,Electronic,26/07/2016,251,58,36350880,English,Yes,Warner Music,Misty Butler,Joel Murray,Keith Martinez
SP5532,Left Republican already.,Nicole Dixon,Spend.,Hip-Hop,30/03/1996,220,7,62974400,English,Yes,Indie,Jennifer Wallace,Abigail Williams,Kelly Russell
SP5533,Wonder difference.,Debra Wilson,Feeling.,Electronic,06/04/2011,208,75,82970197,Japanese,Yes,Indie,Paul Moore,Matthew Owens,William Lopez
SP5534,Husband impact.,Keith Beard,Resource bring.,Country,01/10/2008,240,91,77302741,English,Yes,Atlantic Records,Sarah Jordan,Mary Taylor,Stephanie Doyle
SP5535,Bad end service.,Kayla Moore,Society different.,Hip-Hop,04/03/2022,255,97,44245263,English,Yes,Universal Music,Laura Carter MD,Catherine Brock,Thomas Clark
SP5536,Fight hold.,April Moon,Author however.,Pop,19/04/2010,239,44,59531280,English,Yes,Atlantic Records,Laura Lozano,Jessica Johnson,Sharon Berry
SP5537,Foreign rule meet.,Kayla Allen,Rate.,Electronic,25/08/1998,278,37,65830807,English,No,Sony Music,Mrs. Natasha Harris DVM,Jessica Nielsen,Wayne Campbell DDS
SP5538,High blue instead use.,Willie Kelley,Several church.,Electronic,21/06/2009,174,70,93597170,Spanish,Yes,Universal Music,Gabrielle Davis,Mrs. Michelle Johnson DDS,Heather Smith
SP5539,Respond goal.,Eric Reese,Teach central.,Country,09/01/2006,205,4,9458946,Spanish,Yes,Sony Music,Amanda Keller,Ricky Reyes,Daniel Smith
SP5540,State might part.,Richard Miller,Situation thing.,Hip-Hop,21/02/2015,251,9,96692621,English,No,Atlantic Records,Lisa Parrish,Madison Owen,Tracy Mccullough
SP5541,Option time detail.,Amy Jimenez,Society.,Hip-Hop,09/02/2003,153,29,3260605,Spanish,No,Sony Music,Ann Chavez,Renee Little,Adriana Lamb
SP5542,Grow modern consumer than.,Ashley Green,Citizen sell.,Electronic,31/03/2014,223,5,97346505,German,No,Universal Music,Valerie Roberts,Michael Sutton,Alvin Mitchell
SP5543,They pass affect.,Mrs. Kelly Gilmore,Office.,Electronic,31/08/1996,355,60,44490303,Italian,Yes,Indie,Courtney Odonnell,Jennifer Stafford,Aaron Wilson
SP5544,Across fight family.,Mike Cruz,Official degree.,Hip-Hop,03/09/2017,264,92,53199749,English,Yes,Def Jam,Christopher Lawrence,Colleen Shaw,Shawn Holmes
SP5545,Consumer blood.,Larry Nichols,Market.,Hip-Hop,24/04/2007,281,8,95325940,Spanish,No,Universal Music,Heather Morales,Kelsey Barrett,Ashlee Green
SP5546,Responsibility because.,Amanda Moses,Energy.,Pop,28/04/2009,177,62,14486517,English,No,Warner Music,Cindy Valdez,Breanna Moore,Joseph Williams
SP5547,Fly.,Dennis Smith,Would last.,Hip-Hop,16/12/2013,368,61,63688802,English,Yes,Universal Music,Rebecca Olson,Craig Bryant,Beth Andrews
SP5548,Better.,William Durham,Out.,Electronic,24/04/2020,233,7,54149249,Japanese,No,Universal Music,Brian Ruiz,Elijah Mendoza,Eddie Logan
SP5549,Resource source series.,Bill Taylor,Audience ability.,Pop,12/04/2003,177,91,54523746,French,No,Indie,Zachary Anderson,Kelly Cooper,Amber Erickson
SP5550,Include various.,James Barber,Enjoy understand.,Jazz,12/04/2018,253,23,86228883,Italian,No,Warner Music,Michael Martinez,Christopher Chang,Deborah Smith
SP5551,Yourself happy.,Kristina Holmes,Drug environmental.,Hip-Hop,18/12/2014,188,72,31298187,Japanese,Yes,Sony Music,Courtney Tran,James Harvey,Shirley Walsh
SP5552,Democratic ability.,Karen Walter,Reason.,Hip-Hop,24/12/2011,296,39,89778119,English,No,Universal Music,Jeffrey Harris,Sonya Lynch,Becky Lee
SP5553,Pick visit.,Laura Davis,Century.,Folk,15/01/2022,204,11,28566164,English,No,Indie,Sonya Rowe,Lorraine Davis,Crystal Reyes
SP5554,Surface decide.,Judith Flores,Hair seem.,Pop,07/05/2006,262,87,8189345,Korean,Yes,Def Jam,Hannah Osborn,William Grant,Evelyn Sanchez
SP5555,Including food.,Michael Landry,Reflect food.,R&B,18/07/2022,351,24,34695964,French,No,Atlantic Records,Nicole Brown,Anthony Carlson,John Williams
SP5556,Six season foot.,Stephen Phillips,Money huge.,Hip-Hop,02/07/2007,214,67,10433197,Spanish,No,Universal Music,Kyle Reed,Edward Gray,Stephen Johnson
SP5557,Claim within employee.,Amber Tucker,Off.,Electronic,21/03/2005,252,12,4769914,German,No,Atlantic Records,Mark Larson,Heather Hall,Terry Smith
SP5558,None each TV.,Joseph Townsend,Order any.,Electronic,26/01/2023,238,68,30791347,English,No,Warner Music,James Brown,Harold Smith,Mr. Gerald Charles
SP5559,Sometimes weight campaign.,Kristen Jones,Ability whatever.,Folk,14/10/1999,157,65,65830799,English,Yes,Indie,Troy Orozco,Danielle Lopez,Christian Frazier
SP5560,Environmental degree.,Marco Nelson DDS,Plant.,Pop,08/05/1998,298,18,64057776,English,Yes,Warner Music,David Buckley,Karen Washington,Michele Lopez
SP5561,Stay.,Renee Roberts,Economic admit.,Pop,05/04/2009,158,49,94810607,English,Yes,Atlantic Records,Dawn Lewis,Donald Baker,Edward Shah
SP5562,Network weight affect.,Wanda Jackson,Stage beat.,R&B,16/03/2013,258,11,48796770,English,No,Atlantic Records,Dale Watts,Caleb Thomas,Shane Bradley
SP5563,Item else.,Karen Walker,Over.,Pop,10/04/1998,188,40,7179585,German,No,Warner Music,Joseph Greer,Abigail Key,Christopher Kelley
SP5564,End by civil.,John Grant,Challenge.,Jazz,11/08/2014,204,83,9262843,English,Yes,Atlantic Records,Michael Kennedy,Natalie Hernandez,Lori Jones
SP5565,Discussion win.,Lisa Mitchell,Lay will.,Electronic,27/03/1999,274,52,23379895,English,Yes,Sony Music,Brian Thomas,Cameron Delacruz,Jacob Daniels
SP5566,Phone certainly soon.,Keith Smith,State.,Electronic,22/11/2018,242,46,8503208,English,Yes,Indie,Diana Chang,Gregory Holder,Amy Walter
SP5567,Husband both.,Tanner Randall,Economic.,Classical,18/10/2009,254,51,36190916,English,No,Warner Music,Sherri Peterson,Gerald Lynch,Lori Morales
SP5568,Front.,Lori Foster,Church without.,Electronic,04/04/1997,308,60,64677987,Spanish,Yes,Universal Music,Jason Fox,Tiffany Thomas,Maria Carpenter
SP5569,Perhaps significant.,Jerry York,Party wrong.,Electronic,30/01/2004,294,24,7577913,English,Yes,Warner Music,Aaron Li,Betty Coleman,Christopher White
SP5570,Give.,Joyce Shea,Method ground.,Pop,05/07/2018,213,86,60934716,English,Yes,Def Jam,Robert Walter,Thomas Dixon,Crystal Hunt
SP5571,Business modern animal.,Kevin Espinoza,Have professional.,Folk,13/12/1996,280,37,81764714,Korean,No,Def Jam,Joanne Freeman,Stacie Pope,Rachel Jordan
SP5572,Out per.,Mrs. Christina Lee,Late.,Jazz,04/07/2015,160,92,40116258,German,No,Def Jam,Dr. Curtis Carter,Scott Schultz,Tyler Soto
SP5573,Away nor effort.,Kathleen Christian,Within while.,Electronic,10/02/2000,248,16,52102468,French,No,Def Jam,Megan Clark,Sophia Smith,Hannah Graham
SP5574,Radio side.,Natalie Faulkner,Spend.,Hip-Hop,13/01/2000,202,55,36307507,English,No,Atlantic Records,William Austin,Dorothy Duarte,Tiffany Weaver
SP5575,Course vote.,Linda Williams,Throughout information.,Pop,02/03/2013,190,17,83545511,English,Yes,Atlantic Records,Kelly Bryant,Malik Swanson,Robert James
SP5576,Hear.,Michael Wiley,Environment.,Classical,26/04/2013,286,72,25531788,Spanish,No,Warner Music,Barbara Elliott,Andrew Payne,Jason Miller
SP5577,Here too into.,Michelle Oneill,Remain factor.,Electronic,21/05/2001,150,48,18392572,English,Yes,Indie,Jonathan Stone,Katherine Chan,Dana Holmes
SP5578,Short.,Mrs. Nicole Walters,New clearly.,Hip-Hop,03/08/2009,270,83,70206949,Japanese,No,Warner Music,Alicia Montgomery,Matthew Chavez,Renee Skinner
SP5579,Try practice Republican.,Lynn Black,Other.,Pop,21/11/2008,267,51,39354473,Spanish,Yes,Indie,Bobby Thompson,Allen Bryant,Bradley Harrison
SP5580,Activity man movement.,Denise Jones,Interest.,Hip-Hop,21/08/2023,243,64,12356085,Spanish,Yes,Indie,Cheryl Wolf,James Davis,Sylvia Dean
SP5581,Service.,Jesse Harrington,Bring.,Pop,07/07/2004,241,24,14253616,English,No,Warner Music,Darlene Morris,Vanessa Stevens,Dr. Sandra Diaz
SP5582,Determine dog truth.,Adam Stevenson,Middle defense.,Pop,12/07/1999,297,49,85170724,English,No,Universal Music,Jennifer Reilly,Todd Butler,Elizabeth Patel
SP5583,Sort memory.,Charles Morales,Capital game.,Hip-Hop,09/02/2024,316,34,53414239,English,Yes,Universal Music,Brian Carter,Samantha Horn,Thomas Wilson
SP5584,How personal author also.,Matthew Stewart,Mean agree.,Hip-Hop,24/07/2006,208,28,17791793,English,Yes,Def Jam,Melissa Jones,Kristin Martin,Jonathan Taylor
SP5585,Young world.,Ashley Brown,Who everything.,R&B,16/07/2014,237,61,71610207,English,Yes,Universal Music,Tiffany Camacho,Russell Olson,Sandra Baker
SP5586,Each wait.,Monica Wade,Report particular.,Electronic,21/08/2011,257,81,56981545,English,Yes,Universal Music,Steve Miller,Brent Williams,Jennifer Becker
SP5587,Floor treat.,Derek Perez,Use.,Hip-Hop,17/08/2006,258,5,92436824,English,Yes,Universal Music,Thomas Garcia,Anthony Burke,Candace Mccall
SP5588,Born opportunity catch center.,Luis Harris,Should tell.,Electronic,28/05/1998,267,66,46755420,English,No,Sony Music,Michelle Patel,Elizabeth Collins,Alexis Phillips
SP5589,Well staff.,Michael Perez,Run necessary.,Pop,14/06/2004,253,4,95747010,Spanish,No,Sony Music,Edgar Reyes,Donna Fritz,Tracy Parks
SP5590,Beautiful nothing teach.,Ryan Hayden,Baby every.,Hip-Hop,03/06/2019,241,16,19253793,English,Yes,Def Jam,Megan Wolfe,Stephanie Vargas,Jeremiah Hernandez
SP5591,Yeah call business.,Richard Carter,Relate across.,Hip-Hop,15/10/2023,178,15,29011736,English,Yes,Indie,Ian Dixon,Dave Rivers,Richard Fox
SP5592,Arrive forward.,Brian Wang,Anyone.,Jazz,24/07/2004,185,65,26078037,English,Yes,Def Jam,Monique Smith,Margaret Rosario,Melissa Perkins
SP5593,Lose deep.,Timothy Hunt,Or.,Classical,18/02/2021,204,12,17431309,Spanish,No,Atlantic Records,Tammy Anderson,Carl Fischer,Heidi Sosa
SP5594,House really.,Frank Bradford,Bring.,Hip-Hop,31/10/2009,254,98,42731887,English,Yes,Sony Music,John Cooper,Ashley Jones,Andrea Johnson
SP5595,Economic edge.,Ryan Fletcher,Already.,Jazz,03/08/2023,216,22,43379387,English,Yes,Indie,Marvin James,Alexandria Baker MD,Samantha Mullins
SP5596,Rest me clearly.,James Glover,Education.,Country,19/05/2023,272,95,1764512,Spanish,Yes,Def Jam,Joseph Walker,Taylor Mendoza,Nancy Davis
SP5597,Floor lose.,Mary Mata,Pass.,Pop,02/10/2023,303,49,79354349,Korean,No,Warner Music,Jessica Macdonald,Anthony Jarvis,Angela Johnson
SP5598,We.,Matthew Evans,Sort writer.,Pop,26/06/2000,217,68,18634370,English,No,Atlantic Records,Hannah Martin,Lauren Lindsey,Debra Stanley
SP5599,Sort individual study.,Gregory Swanson,Now century.,Hip-Hop,13/09/2024,134,57,56932689,English,Yes,Atlantic Records,Jennifer Payne,Edward Franklin,Katrina Jensen
SP5600,Voice plant specific.,Margaret Khan,Government.,Hip-Hop,05/10/1996,243,21,72262253,Japanese,Yes,Sony Music,Jay Oconnor,Amber Garner,James Stevenson
SP5601,Become message.,Heather Ruiz MD,Situation person.,Pop,04/04/1997,159,33,67881610,English,Yes,Atlantic Records,Jason Horn,John Chambers,Michael Nichols Jr.
SP5602,Order glass each.,Kathleen Carr,Amount.,Folk,07/09/2001,249,39,99637715,English,No,Sony Music,Christopher Potts,Aaron Ford,Molly Parker
SP5603,Value star throw.,Richard Herrera,Interest.,Electronic,19/06/2023,204,63,40954907,Korean,No,Warner Music,Larry Abbott,Ryan Bridges,Adrian Kelly
SP5604,Table option.,Austin Nunez,No.,Electronic,14/04/2016,264,9,14392382,English,No,Universal Music,Mark Griffin,Carl Smith,Cheryl Vasquez
SP5605,Protect boy finish.,Jessica Porter,Strong place.,Hip-Hop,01/07/2017,196,89,18836610,English,Yes,Atlantic Records,Robert Navarro,Gwendolyn Ware,Brooke Obrien
SP5606,Radio interesting camera.,Travis Brown,Heavy.,Electronic,20/04/2017,318,69,2466675,English,Yes,Indie,Jose Cline,Mary Reyes DDS,Cassandra James
SP5607,Ground partner single.,Antonio Johnson,Check.,Pop,23/04/2015,236,8,80894749,Italian,Yes,Atlantic Records,Kimberly Lowery,Jessica Simpson,Cassandra Andrews
SP5608,Simple pretty.,Jacqueline Moody,Join have.,Electronic,27/01/2012,246,35,76533075,English,No,Def Jam,Lindsay Fisher,Andrew Perkins,Rebecca Johnson
SP5609,In bank do cost.,Jerry Bowen,Approach.,Pop,20/01/2015,241,72,24126545,English,Yes,Indie,Isaac Macdonald,David Smith,Jon Leonard
SP5610,College while ten change.,Jeffrey Henry,Indicate record.,Classical,04/03/2011,288,51,87248033,Korean,No,Atlantic Records,Thomas Woods,Rachel Oconnor,Nicole Hall
SP5611,Economic pick all mother.,Stephanie Barr,Say perhaps.,Electronic,24/06/2015,236,64,96542423,English,No,Atlantic Records,James Chapman,Ruben Murphy,David Wilson MD
SP5612,Several deep.,Roy Day,Under six.,Folk,11/01/1997,263,73,74636411,English,No,Sony Music,John Morrow,Carla Harmon,Christina Byrd
SP5613,Book capital.,Terry Christian,Even Republican.,Electronic,18/05/2006,130,78,99861629,English,No,Atlantic Records,Jared Cruz,Tammy Lucas,Angela Rivera
SP5614,Push.,Kathryn Cole,Home.,Electronic,28/12/2019,261,69,81842020,English,Yes,Def Jam,James Miranda,Gabriela Duncan,Bobby Hamilton
SP5615,Free six ok study.,Alejandra Bailey,Talk none.,Electronic,08/09/2000,205,81,50064550,English,Yes,Def Jam,Mary Smith,Nicholas Yoder,Yvonne Hodges
SP5616,Realize level.,Natalie Robinson,Fast.,Hip-Hop,14/03/1996,213,30,71176261,English,No,Atlantic Records,Alan Rogers,Kathleen Wheeler,Daniel Yoder
SP5617,Such.,Andrew Barnett,Less.,Pop,24/11/2005,254,41,20391170,German,Yes,Atlantic Records,Marcus Jordan,Michael Johnson,Renee Hernandez
SP5618,Pattern open source.,Ashley Bauer,Defense.,Electronic,27/10/2001,267,15,38525924,Spanish,Yes,Def Jam,Patrick Wolf MD,Alexandra Grant,Nathan Zimmerman
SP5619,Life give.,Michele Lewis,Until.,Pop,29/09/1997,283,23,37125722,English,No,Def Jam,Joshua Day,Anne Molina,Kimberly Hayes
SP5620,Interesting effort huge move.,Traci Trujillo,Pattern politics.,Hip-Hop,12/05/2002,276,95,14708626,English,Yes,Atlantic Records,Kenneth Schmidt,Julie Kelly,Michael Baker
SP5621,Fast save treat.,Brian Adams,System.,Country,04/09/2008,308,10,25246053,English,No,Atlantic Records,Nathan Walker,Alan Taylor,Danielle Drake
SP5622,Lot.,Rebecca Wells,Development else.,Hip-Hop,16/07/2021,283,40,11838955,Korean,No,Universal Music,Alex Martinez,George Black,Cathy Peterson
SP5623,Fund call soon.,Rhonda Anderson,Give why.,Classical,01/01/2008,243,37,90609843,English,No,Sony Music,Tonya Romero,Cassandra Nguyen,Edward Stephens
SP5624,Analysis concern.,Patricia Jones,Artist.,Pop,02/08/1999,341,78,20046805,English,No,Def Jam,Aaron Garcia,David Johnson,Christian Flores
SP5625,Staff six.,Cody Woods,Kitchen executive.,Classical,16/02/2008,261,66,26661695,Korean,Yes,Sony Music,Katie Ingram,Matthew Sheppard,Sheila Walker
SP5626,Never sort.,James Johnson,After.,Country,12/04/2005,232,18,54640572,Japanese,Yes,Indie,Anthony Curtis,Sandra Brown,Rachel Taylor
SP5627,Section growth.,Lorraine Jones,Employee.,Hip-Hop,21/10/1996,255,26,17009012,English,Yes,Universal Music,Ricky Hamilton,Deborah Green,Sherry Harris
SP5628,We run.,Kimberly Taylor,Season.,Electronic,15/05/2008,215,100,18931231,Korean,Yes,Warner Music,Katrina Johnson,William Brown,Amanda Pollard
SP5629,Write ask.,Stacy Bowen,Shoulder toward.,Pop,22/09/2000,224,55,13030654,English,No,Universal Music,William Bond,Robert Tran,Thomas Smith
SP5630,Long hold.,Jamie Moore,Themselves knowledge.,Electronic,25/11/2009,308,60,81029346,Spanish,No,Indie,James Kelley,William Harvey,Amanda Garrett
SP5631,Every suddenly form.,Paul Williams,Increase.,Jazz,12/01/2003,214,81,75415909,French,Yes,Warner Music,Jeffrey Santiago,Jacob Wise,Jennifer Wright
SP5632,Her tend body.,Darren Moore,Yard.,Country,11/09/2004,296,10,65322171,English,No,Universal Music,Adam George,Carrie Brown,Mark Adams
SP5633,Take group college.,Miss Mary Owens DVM,Much.,Pop,30/12/2005,286,100,78332115,Italian,No,Def Jam,Lauren Potter,Gabriel Weaver,Sara Ford
SP5634,Military evening sign.,Cameron Mcgee,Suffer generation.,Hip-Hop,13/11/2013,251,30,31764898,English,Yes,Atlantic Records,Jamie Ortiz,Jason Robinson,Mark Howard
SP5635,Themselves party.,Anthony Brown,Among.,Pop,23/05/2023,246,35,52198056,Spanish,Yes,Indie,Kevin Hanson,Richard Harrington,Brian Marquez
SP5636,Plant production number.,Helen Moore,Best mean.,Hip-Hop,07/04/2017,245,61,31268959,English,Yes,Atlantic Records,Hannah Gonzalez,Kevin Bishop,Yvonne Guzman
SP5637,Conference right.,Lori Brown,Happy paper.,Pop,20/07/2003,236,92,87619342,English,No,Atlantic Records,Jackie Walker,Sara Li,Jason Garrison
SP5638,Mr far water.,Bianca Lopez,Note face.,Classical,27/03/2023,231,76,37243376,Japanese,Yes,Warner Music,Marcus Gonzales,Tyrone Bailey,David Boyd
SP5639,Worker enter.,Michael Carroll,Billion on.,Electronic,14/10/2021,283,72,43295468,English,Yes,Def Jam,Elizabeth Pitts,Kenneth Rivera,Alex Mitchell
SP5640,Mouth leave.,Richard Johnson,Author radio.,Electronic,13/08/2024,215,79,16967143,English,No,Universal Music,Michelle Harrison,Steven Bridges,Erin Jenkins
SP5641,Six major.,Jennifer Smith,Outside.,Electronic,08/08/2012,282,38,79405992,English,Yes,Atlantic Records,Anthony Rivera,Sophia Johnson,Jacob Washington
SP5642,Laugh stage.,Donna Walker,Computer call.,Folk,15/05/1996,245,80,71587147,English,No,Atlantic Records,Michael Kennedy,Theresa Wilson,Mr. John Hicks
SP5643,Suffer prove.,Ashley Cline,Be.,Jazz,13/02/2016,184,50,26790225,English,Yes,Def Jam,Lee Miller,Barbara Davis DDS,Brian Rogers
SP5644,Eat word.,Sean Moss,Watch.,Electronic,21/05/2024,244,78,78192509,English,Yes,Indie,Peter Little,Jason Solomon,Sarah Moody
SP5645,Machine much.,Zachary Gonzalez,Condition sport.,Hip-Hop,20/12/2002,242,60,85187639,Italian,Yes,Atlantic Records,Scott Bowman,Kelly Bradley,Robert Bowers
SP5646,Direction should fear.,Monica White DDS,Point.,Country,05/07/2024,192,18,10453253,English,No,Def Jam,Kimberly Williams,Paul Cannon,Amanda Boyd
SP5647,Century court.,Christopher Ruiz,Less.,Pop,01/11/2023,252,28,5205285,English,Yes,Warner Music,Adam Hernandez,Amber Gonzalez,Dawn Hernandez
SP5648,Quite only teacher.,Jason Rogers,Firm.,Pop,20/08/1997,188,64,29666916,English,No,Indie,Brenda Parker,Johnny Freeman,Michelle Knapp
SP5649,Memory paper be.,Ian Wood,Require inside.,Pop,04/03/2019,298,7,5349260,Spanish,No,Def Jam,Raymond Palmer,Andrea Kemp,Shawn James
SP5650,Ever detail.,Jennifer Sanford,Card.,Hip-Hop,26/05/2015,271,8,88644089,English,Yes,Warner Music,Nicolas West,Nicole Hodges,Joanna Gonzalez
SP5651,Any drop.,Kyle Mason,Painting.,Electronic,09/04/2009,194,91,35626680,English,Yes,Sony Music,Anna Scott,Leslie Duncan,Stephen Williamson
SP5652,Ever cold.,Pamela Lopez,She cup.,Hip-Hop,13/04/2015,189,52,56256461,Korean,Yes,Atlantic Records,Dorothy Gomez,Mariah Boyd,Michael Ramos
SP5653,Create indeed.,Devon Gonzalez,Teach give.,Pop,19/02/2022,295,10,15362338,English,No,Universal Music,Hannah Garcia,Leslie Hart,Michael Warren
SP5654,Site.,John Johnson,Floor.,Electronic,17/05/2004,208,42,67263188,English,Yes,Warner Music,Laura Lee,Miss Megan Gilmore,Dr. Michael Brown
SP5655,Course test until.,Alyssa Cole,Model kitchen.,Country,15/12/1994,254,92,56315969,Italian,Yes,Def Jam,Keith Hernandez,Denise Haley,Gregory Wilson
SP5656,Important she better.,Laura Compton,Him great.,Electronic,29/11/2002,221,93,93920603,Japanese,Yes,Warner Music,Timothy Carter,Randy Cobb,Robert Guerrero
SP5657,Minute develop.,Erin Horne,During turn.,Electronic,17/12/2004,243,8,35004642,English,No,Sony Music,Laura Hickman,Cheryl Torres,David Smith
SP5658,Prove story success.,Kelli Harris,Tough above.,Hip-Hop,28/12/2021,229,77,28151481,English,No,Sony Music,Xavier Gray,John Bennett,Barbara Jones
SP5659,Good side.,Jessica Gilbert,Gun.,Folk,07/05/1997,176,33,87285557,Korean,Yes,Warner Music,Melissa Martin,Samantha Wiggins,Cynthia Davis
SP5660,Congress there plant.,Sherry Cook,Practice.,Electronic,25/06/2020,308,9,3911890,English,Yes,Indie,Becky Lee,Marissa Rosario,Jessica Martinez
SP5661,Respond determine.,Heather Terry,Huge class.,Hip-Hop,20/04/2001,249,42,47019217,English,Yes,Warner Music,Nicole Russo,Michelle Hardy,Karl Scott
SP5662,Present us.,Kathleen Lewis,Probably state.,Pop,15/12/2017,243,14,5991767,English,No,Universal Music,Melissa Ward,Kelli Zavala,Audrey Phillips
SP5663,Future.,James Cook III,Third.,Country,22/07/1995,83,32,4664014,English,No,Warner Music,Emily Green,Molly Reid,Laura Jones
SP5664,Despite chair.,Amanda Carter,He.,Pop,29/03/2010,323,9,53530090,English,Yes,Universal Music,Amy Wright,Laurie Duncan,Dylan Carlson
SP5665,Behavior national include.,Heather Johnson,Soldier I.,Pop,20/10/2012,189,89,1026904,Japanese,No,Def Jam,Bradley Hunt,Jeremy Roberts,Charles Moore
SP5666,Out unit.,Dawn Adams,Single.,Pop,29/10/2000,259,94,16465577,English,Yes,Universal Music,Roger Thompson,Jonathan Silva,Chelsea Beard
SP5667,Dog save call.,Jennifer Davis,Father behavior.,Electronic,10/09/2000,240,3,41279761,Korean,Yes,Indie,Daniel Chang,Alexandra Martin,Kari Foster
SP5668,Lead eye.,Austin Jones DDS,Clearly consumer.,Folk,09/12/2021,289,71,74702260,English,No,Atlantic Records,Raymond Castro,Brittany Davis,James Parker
SP5669,Either better hair.,Tommy Allen,Head song.,Hip-Hop,04/03/2002,181,98,90523494,German,Yes,Def Jam,Richard Taylor,Douglas Pacheco,Cindy Hardy
SP5670,Bag send himself type.,Barbara Wood,Security Democrat.,Electronic,20/06/1996,285,24,92624520,English,Yes,Indie,Melissa Stevenson,Stephanie Boone,Nancy Alvarado MD
SP5671,Us west southern.,Kimberly Flores,Network against.,Electronic,13/12/2013,271,51,76174841,Spanish,Yes,Warner Music,Troy Beard,Karen Kelly,Ronnie Lucas
SP5672,What bar child spend.,William Graves,Agreement man.,Pop,02/02/2014,185,22,17119002,English,Yes,Warner Music,Reginald Riley,Mark Ortiz,Melanie Wagner
SP5673,Rather candidate eat.,Kristen Garcia,Guess science.,Electronic,28/01/2015,186,90,70982755,English,No,Warner Music,Adam Obrien,Christopher Long,Cynthia Baker
SP5674,Soldier society.,Catherine Howard,Ever stuff.,Hip-Hop,25/08/2016,238,96,32605055,Spanish,Yes,Sony Music,Keith Coleman,Raymond Young,Aaron Murray
SP5675,There current politics.,Vincent Martinez,Debate.,Folk,10/09/2007,236,40,80142271,English,Yes,Universal Music,Anna Mckay,Julian Ayers,Brian Rasmussen
SP5676,Nor put production.,Wendy Maxwell,Garden everyone.,Electronic,21/07/2000,260,74,68845499,English,Yes,Sony Music,Jennifer Owens,Steven Savage,Timothy Salinas
SP5677,Foot.,Heidi Kaiser,Foreign pass.,Pop,06/06/1995,229,97,22576696,German,Yes,Indie,Melanie Russo,Randy Jacobson,Jack Sullivan
